text,label
Without us they would still be living in mud huts with sharpened sticks .,1.0
I think even some teachers are getting fed up with the immagrants .,0.0
- `` Something about black '' and the old favorite `` Once you go black you never go back '',1.0
Dont know my heritage for ever .,0.0
So now Stormfront Ireland is solely responsible for all racist attacks in Ireland. lol Ted is right this is the work of the Kikes those * * * * ers are never happy .,1.0
It is n't about wanting another race to die ; it 's about perserving your own .,0.0
I must just say before this thread possibly dies that I have great fear that without action the cause will die along with the rise of multiculturatism,0.0
"France has been gone for a long time , we will have to retake it later because there will be no French people in not too long .",1.0
Having recently traveled to London I was disgusted by how non-white the city had become .,1.0
I also hope you are not exaggerating anything as children sometimes do .,0.0
Im going to read a lot instead this summer .,0.0
Watching those videos makes me feel like im going to explode with hatred for those creatures .,1.0
Blacks have shown as they are able to survive all year round sitting on their arse waiting for comic relief .,1.0
Stocking up on canned goods is still a top priority .,0.0
"There's no way to stop them from coming to Canada all that is needed is proof of ownership of a house in India , africa etc and they can enter in on a tourist visa .",1.0
"Unfortunately, she will find it very difficult to make a living as a historian if he does n't bow down and do reverence to the Holahoax religion .",1.0
"And the white guy can lose some weight , shave and get a haircut .",0.0
There have been court cases for asylum by white South Africans in Canada that the South African government has spent millions fighting ... though they have not spent a cent on the 300 asylum applications by blacks in the US ...,0.0
I think it good strategy that we start these in small areas then grow outwards. perhaps 2 close communities can merge if they get big enough .,0.0
So you would refuse even other Nordic whites fleeing the brown chaos in the south ?,1.0
ya my little sister doesnt like little black girls when they try to talk to her she pulls a disgusted face and says why are you black ?? and i laugh and say `` Maggie dont talk to her '',1.0
I eventually came to the conclusion that jews behave more like a criminal syndicate than any respectable religion .,1.0
The have no concept of honour or of having respect for the feelings of others .,1.0
"The BLMtards are here , they crashed the LBBQWTF parade last month ( lol ) .",1.0
On week ends the avreage White person is glued to the TV watching negros play sports .,0.0
"Thanks to all responses , Deathstar 69 * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * Mod Note : I was going to move this off the board , but I decided to leave it here with a warning instead .",0.0
"As far as I understand , public school teachers are more restricted than university professors .",0.0
Instead I am seeing this tiny percentage of black wrestlers taking all the MMA spots .,0.0
The goal of this poll is to figure out whether or not you view the White US troops in Iraq as your troops ?,0.0
"They are beating each other to death everywhere , just look what they do to each other in Africa .",1.0
"The white population must have a place it calls its own , segregated .",1.0
"Anyways , smearing a single DNA stem with black DNA is horrible .",1.0
Truly sad ...,0.0
I'm not running and giving it to the muds .,1.0
"Woman Brutally Attacked By 2 Men In Home Police Arrest 16-Year-Old , 17-Year-Old POSTED : Wednesday , November 11 , 2009 UPDATED : 8 : 18 pm EST November 11 , 2009 Michael Galan , 16 , and Jarve Green , 17 , were arrested by Palatka police .",0.0
"He 's a petty celebrity , so it 's worth some attention .",0.0
"We have two things wrong here , Mexcicans in a White homeland and a Pizza company sending a female in harms way .",1.0
Marie Spartali Stillman .,0.0
This is rattle snake territory .,0.0
"Their stories have been told before , so instead of showing the pics of the non WHITE garbage that took from them , I am just going to post their pics so they will not be forgotten .",1.0
If I feel threatened especially by these fools you can bet I 'll be just as quick to kill as they are .,1.0
"I too am from cali , but moved out to utah to get away from all the filth .",1.0
"PLEASE , if you are interested in this position , make the poster provide you with more info before revealing anything about yourself .",0.0
Getting to the heart of a matter works as well .,0.0
The times they are a changing .,0.0
I hate it and I feel like I ca n't do anything about it .,0.0
"Also , my neighbour 's dog has poison teeth .",0.0
Hopefully they will get deportation orders and be on the next flight back to Cairo .,1.0
"Ok here 's mine , not a very good picture of me but it 's the only one i have at the moment .",0.0
"Peter, it is no suprise that you were the first to make a comment on this thread .",0.0
I just cant stand to listen to negros sing and 30 sec. is all I could handle .,1.0
What other choices do i have ?,0.0
I 'm more into wolves than lions .,0.0
that is absolutely * * * * ing unbelievable.they can just go route one now.no more messing about going through europe.in bongo land one minute jump on the plane and 5 hours later hop off the plane with the biggest negro smile and shout ASYLUM.i am totally depressed hearing this,1.0
"its simple , your white. your genetic code doesnt include a racial commitment to crime. be glad and for for those reasons. this is what society has turned into. take a stand and defend your race. we must secure the existence of our people and a future for white children.-david lane white racial loyalty starts here keep it white",1.0
"I do n't think anyone is insinuating that we are equal to non whites , or that we would ignore white nations .",0.0
I am in agreeance with you about this haven being a great place to speak out and vent the anger we get from living in Zogworld .,1.0
He is just telling the truth as usual the filthy jews need to clamp down as soon as possible .,1.0
These ' people ' are just scum .,1.0
"Predator Xtreme , August 2015",0.0
Thanks for that Limerickpit I have put that on my planner no doubt it will be a total destoration of the facts !!,0.0
I wonder if this guy still thinks the Jews are a good thing after the Jews just tried to start a war between NATO and Russia ?,1.0
"I would like to say and I can proudly say that there are no jews in Iceland , those that tried to get here were all sent back to Germany ...",1.0
All para-militaries are just criminal scum !!!!,1.0
I have tried more than 10 and none of them are accepting loans .,0.0
"Source : © Kamla-Raj 2006 Int J Hum Genet , 6 ( 3 ) : 177-183 ( 2006 ) Human Chromosomal Polymorphism in a Hungarian Sample Kata Décsey1 , Orsolya Bellovits2 and Györgyi M. Bujdosó2 1 .",0.0
I do n't think we want to throw them under a bus but they certainly are stealing our livelihoods and forcing up our rents and house prices .,1.0
This part of the film is right when US personnel came on the scene and stopped the attacks as best they could .,0.0
"agreed, there is no reason to make genocide of other races as long as they are in another country and have nothing to do with our affairs !",1.0
String ' em up !,1.0
"Anthony DeShawn Washington , 18 , of Avondale , and Jonathan Anthony Gutierrez , 18 , of Tolleson , were booked on felony counts of burglary , theft of a means of transportation and criminal trespassing , Avondale police said .",0.0
"Well Marco is a German patriot and musician who , in the sick minds of ZOG , committed the heinious crime of producing music for a local school .",1.0
"Watch the video , its only 10 minutes , you will see that eventually the bi-racial minority is butchered .",1.0
"Sept 26-28 & Oct 3-5 , 2013 The Great Northwest Oktoberfest - Pioneer Little Europe Community Information & Discussion The Great Northwest Oktoberfest - Pioneer Little Europe Community Information & Discussion",0.0
"`Interesting' to see someone of the same radio outfit to praise this figure , while there was an amazing show dedicated to uncovering the facts regarding this anti-German filth .",1.0
Is there anything out there ?,0.0
Pornography and prostitution should be outlawed as the jewish filth that it is . _ _ _ _ _ _ _ _ _ nazi.org.uk,1.0
People who utter such garbage such get a brain transplant .,0.0
S.African police clash with poor protesters | Top News | Reuters Hand the country over to Muds and what do you expect .,1.0
Americans and Irish understand each other better than Spaniards and the beaners .. the US and Ireland are the 1st world so they are educated unlike the beaners .,1.0
THANKS,0.0
Aragorn,0.0
Got to laugh at how he is saying about how forward thinking and how much egyptians love democracy when they are about to hand power to a bunch of hard line Islamic fundamentalists who are more backward and worse than the last mob you Could n't make it up,1.0
So that excludes uneducated third worlders .,1.0
"Thor Soderberg , 43 , was shot and killed at 61st and Racine .",0.0
Why would you want to see this pollution spread further into our gene pool ?,1.0
People from whole Europe come here for that .,0.0
"WE GOT MONEY AROUND HERE TOO Compton Crips Pt.1 - YouTube These negroes are in the middle of the street , seems like something of a zoo , playing with their cheap lowriders .",1.0
I think there is more threat from Russians than from Jews .,1.0
"February 1954. ) , and she graduated from the Faculty of Dramatic Arts of the University of Belgrade as an actor .",0.0
"I always thought it would be cool if somebody covertly set off a nuke in Kashmir , and then we all could sit back and watch as the Paki 's and Indians nuke the scheiss out of each other .",1.0
"You weather the zionist storm well , my brother .",1.0
I have this bad habit of leaving aol im on when i 'm not actually home so if I do n't im you back I 'm probably not there and I 'm not just ignoring you. me too,0.0
"If that Nigerian bitch thinks she will be elected in Tallaght , she is in for a rude awakening .",1.0
No wonder this races achieve nothing .,1.0
Ethnic crime never ends it seems .,1.0
"If they want to fire all these leftist moonbats and replace them with genuine White conservatives , I 'm all for it .",1.0
"1wolf, What is the tight referring to in your slogan .",0.0
"Its simple , they want to create white guilt , .",1.0
( Simply copy and paste the following text into your YouTube videos description boxes. ),0.0
